Timestamp,Text
2021-04-14T01:33:59.000Z,以前的故事:一女求嫁，媒婆说有两个求亲者，一个长得丑，但有钱，一个长得帅，但穷，咋办?该女子回复说:白天去丑男家，晚上去帅男家。结果未知。
2021-04-14T00:28:30.000Z,昨天拜访冯天瑜老师，两年未见，冯老师精神矍铄，令人欣慰，他正在撰写新著——周制与秦制，此书将是他继《封建考论》之后的有一本力作，特别期待。冯老师是史学大家，客厅墙上挂着梁启超先生写给他父亲冯永轩先生的对联:遥山向晚更碧，秋云不雨更阴，就像是给冯老师的遥向嘱托，民国学术精神传承在茲。
2021-04-13T01:26:51.000Z,"不可思议的一击，运气好！Quote Tweet
Bryan Armen Graham
@BryanAGraham
 · Apr 11
An 18-year-old professonal bowler converted a 7-10 split on TV today for the first time in 30 years."
2021-04-12T00:07:33.000Z,"美丽女孩，垃圾人生，真是想不明白，这种垃圾女孩是怎么养成的?似乎还不少，以前有过报道，两个女孩在日本旅游，也是把租住的房子搞成垃圾场，这是一种病态人格吧？Quote Tweet
林才竣Michael新號
@Michael90656953
 · Apr 11
隆重向世界介紹三位新中國女孩，她們租借的房子，數月不曾打掃，三人同吃同睡，同床同廁，與垃圾扎堆同臭。

可破中國「激你死」紀録！"
2021-04-11T15:07:18.000Z,"记得我小时候看到自己的影子也会害怕Quote Tweet
我看好你
@wokanhaoni
 · Apr 10
那个黑乎乎的家伙是谁？"
2021-04-11T13:36:15.000Z,"不可思议，哪个国家的?简直就像是电脑在操控。Quote Tweet
舞子〜
@888777_maiko
 · Apr 10
学生们是怎么做到的呢？精彩堪比阅兵式"
2021-04-11T00:56:24.000Z,"我所见过的最欢乐的一件照片。 1935年，布鲁克林，吃西瓜
冠军，小伙伴们都乐颠了！"
2021-04-11T00:27:47.000Z,"关于男女之间意思的一个版本，有点意思 Quote Tweet
躲猫猫
@straysmallcat
 · Apr 10
“缘分”这个词很矫情，不但可以解释为何相爱，更可以解释为何分手，
想勾搭的时候，以缘分为理由，
想放弃的时候，以缘尽为借口。"
2021-04-11T00:20:51.000Z,"男女之间的那点意思，教父说得最明白了。Quote Tweet
躲猫猫
@straysmallcat
 · Apr 10
但凡男女之间的那点“意思”，常常是从“不好意思”开始，到“真没意思”结束。
——马里奥·普佐《教父》"
2021-04-11T00:15:04.000Z,"大概十万美元年薪，是不是还要扣税30%?Quote Tweet
鲁 难
@lunanweiyi
 · Apr 10
Replying to @rongjian1957
跟美国的消费水准相比，这收入还可以。"
2021-04-10T13:23:19.000Z,"每天跑500英里，每英里60美分，每天收入300美元，卡车司机很辛苦，但感觉工资不算高。是吗？Quote Tweet
John Lee（李骏）
@johnlee1021
 · Apr 10
4月以来行驶8天，4000多英里，每天平均500多，也是工资涨到每英里60美分的第一个月。入行两年多以来，因非行驶原因被罚过两次，一次是电子记录不规范，被罚就地休息10小时，另一次是货箱轴配重不合格，被罚款$780。两次过错都不严重，没有扣安全驾驶积分。此外没有与警察有任何交道，更别说受刁难。
Show this thread"
2021-04-10T13:17:16.000Z,"锦都艺术牛年首展:关系——央美实验艺术研展第三回部分作品，年轻艺术家的想象与制作，一波有冲击力的后浪！Quote Tweet
荣剑
@rongjian1957
 · Apr 10
今天下午，锦都艺术，牛年首展:关系——央美实验艺术研展第三回，举行开幕式及对话会。锦都艺术十六年，重新启程……"
2021-04-10T13:15:12.000Z,今天下午，锦都艺术，牛年首展:关系——央美实验艺术研展第三回，举行开幕式及对话会。锦都艺术十六年，重新启程……
2021-04-10T04:53:50.000Z,英女王伉俪给历史留下的最好记忆，应该是他（她）们74年的婚姻和他（她）们传奇般的相遇，13岁的菲利普在一个皇室成员婚礼上初次邂逅8岁的伊丽莎白公主。5年后两人再遇，13岁的伊丽莎白对他一见钟情，这是典型的早恋吧，没想到的是，这个早恋成就了他（她）们长达74年婚姻，真正是执子之手，与子偕老。
2021-04-09T23:39:07.000Z,"女英雄。Quote Tweet
RICHARD FULL
@RICHARD08999364
 · Apr 7
老百姓手里有枪心里不慌。必要时还是管用。
Show this thread"
2021-04-09T23:20:24.000Z,"有吃的有水有书有条狗，愿意在此地住一年。有WiFi有船就不算隐居了。Quote Tweet
楊錦麟
@m_wo8y
 · Apr 9
如果有足夠淡水，有電有Wi-Fi有船隻，絕對是最佳隱居處"
2021-04-09T16:17:30.000Z,"我的天哪，太危险了！Quote Tweet
lily valley
@lilyval15187063
 · Apr 8
这他妈放风筝还是放孩子啊？家长的脑袋条太大了吧？！"
2021-04-09T04:23:32.000Z,"奇特的化妆术。Quote Tweet
BBC News 中文
@bbcchinese
 · Apr 8
【精选回顾】怎么透过化妆让你的头颅消失不见？看看塞尔维亚的 “皮肤幻术师”是如何做的，你能学会吗？"
2021-04-09T01:01:08.000Z,取缔校外培训，叫孩子们去美术馆看画吧！大凡去过欧美国家各类美术馆和博物馆的中国游客，肯定少不了见到这样的场面，为什么吾国就很少看到?教育部应该下指令推广啊！
2021-04-09T00:52:17.000Z,"有小弟弟了，鸡冻啊！狗通人性。Quote Tweet
Joeq桥
@direkchannel
 · Apr 8
我！

也想看看 

小弟弟"
2021-04-09T00:18:04.000Z,"贪杯的喵星人。Quote Tweet
Joeq桥
@direkchannel
 · Apr 8
没喝
你的酒

就尝尝"
