Timestamp,Text
2021-04-14T12:59:59.000Z,"香港《2021年完善選舉制度（綜合修訂）條例草案》刊憲2:27
911 views"
2021-04-14T12:27:05.000Z,来自全球32个国家和地区、近200个科研机构的760名科学家和工程师组成的团队，使用19台望远镜阵同步观测，成功捕获到人类首次“看见”的那个黑洞的多波段“指纹”。作为东亚地区灵敏度最高的长毫米波射电望远镜，中科院上海天文台65米口径的天马望远镜也参加了同步观测。
2021-04-14T11:41:33.000Z,习近平接受外国新任驻华大使递交国书 http://xhtxs.cn/dD1
2021-04-14T11:38:31.000Z,「對於損害香港的虛假信息，我決不會坐視不管」——英籍資深大律師江樂士批駁西方不實言論
2021-04-14T11:23:00.000Z,香港特區將依法規管操縱、破壞選舉的行為
2021-04-14T11:14:02.000Z,香港《2021年完善選舉制度（綜合修訂）條例草案》刊憲
2021-04-14T11:10:43.000Z,賀一誠：深度合作區框架下珠海和澳門將有更大發展
2021-04-14T10:56:00.000Z,外交部駐港公署：英方操弄BNO問題背信棄義、假仁假義
2021-04-14T10:49:47.000Z,香港未來三場重要選舉具體日期確定
2021-04-14T10:14:23.000Z,近日，黑龙江省鹤岗市森林公安局发现，当地外环路有一只受伤的野生狍子，民警立即赶赴现场施行救助。
2021-04-14T09:52:18.000Z,针对日本政府正式决定以海洋排放方式处置福岛核电站事故核废水，外交部发言人赵立坚14日向日方连发三问，表示日方应重新审视福岛核电站核废水处置问题，在同各利益攸关国家和国际原子能机构充分协商并达成一致之前，不得擅自启动排海。中方保留进一步作出反应的权利。http://xhtxs.cn/dDn
2021-04-14T09:38:40.000Z,"来自全球32个国家或地区、近200个科研机构的760名科学家和工程师组成的团队，使用19台望远镜阵同步观测，成功捕获到人类首次“看见”的那个黑洞的多波段“指纹”。

人类首次“看见”的那个黑洞，位于室女座一个巨椭圆星系M87的中心，距离地球5500万光年，质量约为太阳的65亿倍。"
2021-04-14T08:25:07.000Z,国台办发言人马晓光14日在例行新闻发布会上应询表示，无论是外部势力“以台制华”，还是“台独”势力“以武谋独”，在14亿中国人民遏制“台独”、捍卫国家主权与领土完整的坚强决心与强大能力面前，注定失败。http://xhtxs.cn/dDa
2021-04-14T08:20:22.000Z,"中国女足牛不牛？新华社记者独家直击赛后姑娘们的风采！
东京奥运会女足亚洲区预选赛附加赛第二回合较量13日在苏州结束。中国女足在半场落后两球的情况下绝地反击，以总比分4:3淘汰韩国队，拿下东京奥运会参赛资格。"
2021-04-14T07:57:27.000Z,国台办发言人马晓光14日在例行新闻发布会上应询指出，解放军的有关军事演训行动释放的信号就是，我们遏制“台独”、遏制台美勾连的决心，不是光嘴上说。http://xhtxs.cn/dC7
2021-04-14T07:45:57.000Z,1亿年前的昆虫粪便长啥样？科学家发现它，有什么意义？
2021-04-14T07:37:13.000Z,国台办发言人马晓光14日在例行新闻发布会上应询表示，事实一再表明，民进党和“台独”分裂势力谋“独”挑衅是危害台海和平稳定的根源。我们希望岛内各界对此有清醒认识，发出理性声音，不要倒因为果，更不能混淆是非。http://xhtxs.cn/dC5
2021-04-14T07:22:29.000Z,中欧班列（西安）2021年开行突破1000列
2021-04-14T07:21:28.000Z,"疫情下的泰国新年：没有泼水活动的泼水节 
每年4月13日至15日是传统泰历新年宋干节（也称泼水节），泰国民众在节日期间会举办各种泼水庆祝活动。泰国首都曼谷的考山路向来是泼水节最热闹的街区之一，然而从去年新冠疫情暴发以来，这里已连续两年迎来没有泼水活动的泼水节了。"
2021-04-14T07:09:11.000Z,国台办发言人马晓光14日在例行新闻发布会上应询表示，希望民进党当局强化自身疫情监测，精准开展疫情追溯，切实落实防控措施，提升疫情防控能力，不要习惯性靠“甩锅”转移民众视线、掩盖问题焦点。http://xhtxs.cn/dC0
2021-04-14T07:08:17.000Z,国台办发言人马晓光14日在例行新闻发布会上应询介绍，我们高度重视和关心关怀台湾同胞的卫生健康福祉，对在大陆居住台湾同胞的疫苗接种，按属地管理、同等待遇原则，与其所在地区大陆居民执行相同政策和规范。http://xhtxs.cn/dCZ
2021-04-14T06:21:58.000Z,这就是对待保卫国家的少数族裔军人的方式？美国黑人军官被白人警察当街殴打！
2021-04-14T06:20:23.000Z,埃及一法院批准正式扣留“长赐”号货轮
2021-04-14T05:54:06.000Z,“虎妈”撒手撂挑子，这位“奶爸”又喂奶又遛“娃”也是拼了！
2021-04-14T02:36:42.000Z,黃黎死性不改
2021-04-13T12:05:02.000Z,"出发！这趟列车将红色印记连珠成线。  

近日，一趟以“红色太行”为主题的高铁旅游列车从太原南站驶出，开往山西省长治市武乡县。这是中国铁路太原局集团有限公司推出的红色旅游列车，围绕山西省太行、吕梁革命老区的丰富红色资源，同时设计了12条精品红色旅游线路，将红色印记连珠成线。"
2021-04-13T10:47:33.000Z,香港法律界：「十四五」規劃為業界發展帶來多重機遇
2021-04-13T10:25:13.000Z,約17萬香港公務員簽署聲明擁護香港基本法和效忠香港特區
2021-04-13T10:19:33.000Z,香港5月中旬啟動「來港易」計劃
2021-04-13T10:00:27.000Z,英籍資深大律師江樂士批駁西方不實言論
2021-04-13T09:04:37.000Z,香港市民團體自發組織全民國家安全教育日推廣活動
2021-04-13T08:47:57.000Z,美国国务卿布林肯近日再次对中国抗疫措施无端指责，对此，外交部发言人赵立坚13日说，面对突如其来的疫情，中国的措施可以概括为4个词：公开、透明、科学、负责。美国概括起来也是4个词：甩锅、推责、污名化、政治化。美方一些人一提到疫情就拿中国说事，这种做法是极不道德、极不负责任的。
2021-04-13T08:20:06.000Z,"智慧农业来了！无人农场是怎样的？

无人农场是智慧农业的一种生产方式，是实现智慧农业的一种途径。无人农场能够实现耕种管收生产环节全覆盖、机库田间转移作业全自动、自动避障异况停车保安全、作物生产过程实时全监控、智能决策精准作业。"
2021-04-13T08:05:51.000Z,"随着天气转暖，冰雪消融，上千万只候鸟越冬归来，聚集在有着“亚洲第一湿地”之称的额尔古纳湿地，短憩后将飞至西伯利亚等地区。
额尔古纳湿地坐落于内蒙古呼伦贝尔市额尔古纳市，是我国目前原始状态保持最完好、面积最大的湿地，"
2021-04-13T07:18:07.000Z,"“春苗行动”在柬埔寨正式启动
为在柬中国公民接种新冠疫苗的专项安排10日上午在位于金边的王家军总医院正式实施，标志着“春苗行动”在柬启动。"
2021-04-13T07:00:41.000Z,泰国芭堤雅举办海滩风筝节
2021-04-13T05:03:59.000Z,"习近平：加快构建现代职业教育体系　培养更多高素质技术技能人才、能工巧匠、大国工匠 
http://xhtxs.cn/dzH"
2021-04-13T03:32:22.000Z,哥伦比亚采购的新一批中国科兴疫苗运抵首都波哥大。按照哥伦比亚全国疫苗接种计划，这些疫苗将主要用于部分优先接种人群的第二剂接种。
2021-04-13T03:27:25.000Z,日本政府决定将福岛第一核电站核污水排放入海，引发日本国内外大量反对和质疑声音。跟新华社记者去现场看看
2021-04-13T03:01:53.000Z,大使们眼中的湖北是啥样？
2021-04-13T02:33:38.000Z,海关总署13日发布数据，今年一季度，中国货物贸易进出口8.47万亿元，同比增长29.2%，外贸复苏稳中加固、稳中向好，实现“开门红”。
2021-04-13T02:30:53.000Z,日本政府13日召开内阁会议正式决定，福岛第一核电站核污水经过滤并稀释后将排入大海。
2021-04-12T12:56:51.000Z,第十屆全港學生中國國情知識大賽举行 5000餘名學生參加
2021-04-12T12:56:32.000Z,"人间四月，油桐花开。
 
四月，广东中山田心公园里，雪白的油桐花布满山林枝头。轻风拂过，洁白的花朵从树上飘落，旋转着落入树下小溪，吸引了游客前来观赏。"
2021-04-12T12:55:35.000Z,啥是康复外骨骼？如何实现人体机能增强和人体机能恢复？对于脑卒中、脑损伤等神经系统损伤造成的上肢功能障碍又能起到哪些恢复作用？记者走进中国航天科工集团二院206所，实地探访人机技能增强技术中心，来看都有哪些航天新科技。
2021-04-12T12:29:48.000Z,"突入，击毙！直击武警特战反劫持演练！

近日，武警云南总队机动某支队特战分队在云南滇中地区开展楼房反劫持战斗演练，锤炼特战队员在复杂条件下的作战能力，让特战队员时刻绷紧备战打仗之弦。演练中，两名“恐怖分子”持枪劫持一名人质后驾车逃窜，反恐A队迅速前往处置……"
2021-04-12T11:40:05.000Z,4家流動支付運營商協助特區政府發放電子消費券
2021-04-12T11:38:57.000Z,外交部发言人赵立坚4月12日说，国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。我注意到日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。
2021-04-12T10:30:57.000Z,"这样的湖北你动心了？

4月12日下午，外交部向全球特别推介英雄湖北。看这部现场播放的短片，穿越春夏秋冬，感受不一样的湖北之美。"
2021-04-12T10:25:07.000Z,中国人民银行副行长潘功胜就金融管理部门再次约谈蚂蚁集团情况答记者问   http://xhtxs.cn/dyb
2021-04-12T08:47:10.000Z,"奇妙！卫星带你“蹭”春天！  

长光卫星技术有限公司近日发布了一组“吉林一号”卫星拍摄的高清卫星遥感影像。让来自吉林的“星星”带你一起“蹭”春天。自2015年10月我国自主研发的商用遥感卫星组星“吉林一号”发射成功以来，如今“吉林一号”已有25颗卫星在轨组成星座。"
2021-04-12T07:16:03.000Z,第十屆全港學生中國國情知識大賽落幕
2021-04-12T07:14:56.000Z,張建宗：香港居民應身體力行履行維護國家安全的義務
2021-04-12T06:30:22.000Z,全球连线｜上海时装周刮来“国风新潮”，一起去看秀！
2021-04-12T03:29:39.000Z,"智创十年 赋能未来 2020中国人工智能产业年会在苏州举行

11日，2020中国人工智能产业年会在江苏苏州举办，中国人工智能产、学、研领域的多个专家学者做主题报告，分享人工智能领域的机遇与挑战。"
2021-04-12T03:19:21.000Z,"中国援助的新冠疫苗运抵喀麦隆

中国政府援助喀麦隆的一批国药集团新冠疫苗11日晚运抵喀麦隆首都雅温得。这是喀麦隆发生疫情以来首次引进新冠疫苗。"
2021-04-12T02:58:19.000Z,"印度单日新增新冠病例破15万

印度卫生部11日公布的数据显示，印度单日新增新冠确诊病例152879例，再创疫情以来新高，累计确诊13358805例；新增死亡839例，累计死亡169275例。"
2021-04-12T02:26:29.000Z,"第十六届酒博会见证中国市场巨大潜力

4月9日，第十六届中国国际酒业博览会在泸州开幕。博览会由中国酒业协会主办，以“举杯中国·品味世界”为主题，42个国家和地区的政商代表及1000余家企业参会。"
2021-04-12T01:53:40.000Z,全球连线|沈阳有座“德国城”
2021-04-12T01:44:10.000Z,"第二批中国新冠疫苗运抵厄瓜多尔

厄瓜多尔政府采购的第二批由中国科兴公司生产的新冠疫苗10日运抵首都基多苏克雷国际机场。厄副总统穆尼奥斯、外长梅希亚、卫生部长萨利纳斯等政府官员以及中国驻厄大使陈国友前往迎接。"
