Timestamp,Text
2021-04-14T23:58:24.000Z,"Replying to 
@tceng海外比较活跃又姓杨的有好几位。"
2021-04-14T22:38:50.000Z,"Replying to 
@mumu20829881
 and 
@LifetimeUSCN这是有意思的第二杨"
2021-04-14T22:34:44.000Z,"Replying to 
@LifetimeUSCN好像我们看法相左。"
2021-04-14T22:14:47.000Z,有高手能将这个图片的模糊文字展示出来？一会儿大事小评要谈这张图。它涉及焦点访谈里面提到的杨XX的（很大可能是杨恒均）涉嫌间谍犯罪问题。
2021-04-14T17:57:33.000Z,"Replying to 
@r5ba7has3z4876z是带状疱疹疫苗"
2021-04-14T17:38:52.000Z,"驼鸟期已过，美国中共台湾决战时刻随时来临丨明镜编辑部 （范畴 陈小平：20210414） https://youtu.be/EUASK6CJAEY 

欢迎大家加入节目讨论：https://zoom.us/j/3442574438?pwd=MDhHblpaVDRTL2JHb0g3Y2Z1eHhNZz09…
Meeting ID: 344 257 4438
Passcode: 012157，加入前请改成中文名。Join our Cloud HD Video Meeting
Zoom is the leader in modern enterprise video communications, with an easy, reliable cloud platform for video and audio conferencing, chat, and webinars across mobile, desktop, and room systems. Zoom...
zoom.us"
2021-04-14T04:52:22.000Z,周一晚在长岛选择预约疫苗，CVS和Walgrees 无位置，在Rite aid 顺利预约，填了10分钟表后确认为强生疫苗，本想马上取消，因我想打辉瑞。今早新闻铺天盖地，强生疫苗停了。傍晚，Rite aid通知我，暂时不要取消预约位置，让我静等。
2021-04-14T04:43:08.000Z,"Replying to 
@sqlserver20188
 and 
@dyw1968316你也看到了，最近明镜的嘉宾阵营在变化中。吴先生目前是我的周二节目固定嘉宾，所以你老看到他。"
2021-04-14T04:12:25.000Z,"Replying to 
@sqlserver20188
 and 
@dyw1968316我只是提供一个信息：他们已经试过喝这种水。"
2021-04-14T03:58:03.000Z,"Replying to 
@dyw1968316菅义伟如果喝了，你估计会问天皇不敢喝。"
2021-04-14T03:14:52.000Z,"Replying to 
@dyw1968316他们2011年喝过。新闻说，日本政府和东电的福岛核事故联合对策室10月31日召开记者会，内阁府政务官(副大臣级)原田康博在会上饮用了经过净化的福岛第一核电站5、6号机组机房地下室低辐射积水."
2021-04-14T03:04:25.000Z,"Replying to 
@RogerLu19177314中国方面一直希望恢复双方政府层面的“正常交往”。这里面最主要的一个交往是2国元首交往。媒体也有报道说中国方面希望安排习近平与拜登4月会晤。所以，习想见拜是明显的，拜登是否想见习？我觉得当然想，否则克里不会去上海。"
