Timestamp,Text
2021-04-14T13:54:05.000Z,"Replying to 
@bbcchinese中國有一個成語叫此消彼長，老美明白是什麼意思嗎？"
2021-04-14T13:38:41.000Z,"老外：究竟你們懂不懂英文
 還是我應該去學中文1:08
3.1K views"
2021-04-14T11:25:14.000Z,"Replying to 
@VOAChinese日本首相訪美前夕，日本宣佈將核廢水排入大海，這個時機很微妙，應該不是巧合吧！"
2021-04-14T11:17:37.000Z,早前，H&M等外國服裝品牌抵制新疆棉。近日，日本的番茄醬生產商可果美（Kagome）宣佈停止從新疆進口番茄，該公司表示對新疆「人權問題」的擔憂正不斷提升。有網友評論：「我們是不是應該抵制日本海鮮了？」
2021-04-14T08:51:11.000Z,趙立堅霸氣回應日本決定將核廢水排入海洋：海洋不是日本的垃圾桶，太平洋也不是日本的下水道！
2021-04-14T08:26:19.000Z,專家分析為何美國會同意日本向海洋排放核廢水？說到底，還是利益交換！
2021-04-14T08:18:49.000Z,字節跳動將赴港IPO，估值約4000億美元！
2021-04-14T05:28:53.000Z,"香港作家屈穎妍：海關搜查阿布泰國生活百貨25間門市及倉庫，檢獲逾8000件涉嫌無貼上警告標籤的產品，引發黃絲瘋狂反擊，認為海關刻意打壓，呼籲黃人去阿布泰買爆撐黃店。

勿論「阿布泰」是什麼顏色，問題是它賣了違規商品，你去光顧，即是支持商戶違法。正如黑暴心態，只要是手足，把人擲死都是對。"
2021-04-14T05:06:38.000Z,"自己不行，還想怪別人！

美國國家情報總監辦公室發表評估報告，指中國推動成為全球大國，對美國國家安全構成主要威脅。

這份報告說，中國將繼續傳播其影響力，同時設法削弱美國的影響力，在美國與盟友之間挑起矛盾，並推動接受其威權制度。"
2021-04-14T02:30:24.000Z,4月15日是國安法訂立後首個全民國家安全教育日，政府會舉辦連串活動，增強市民對國家安全的意識。昨晚的TVB處境劇《愛回家之開心速遞》，亦特別在劇集內宣傳國家安全的重要性。
2021-04-14T02:01:31.000Z,"黎智英的一封親筆「家書」曝光，信中有一句寫道：「只要我們不被不正義的誘惑蒙閉，不讓邪惡透過我們而得逞」。

這句話講得不就是黎智英自己嗎？正是黎智英和他的《毒果報》日日散佈歪理邪說，煽惑年輕人走上違法犯罪之路。這封所謂的「獄中家書」不過是黎智英為自己洗白，再次洗腦香港人的陰謀詭計！"
2021-04-14T01:04:49.000Z,將核廢水排入大海是否會造成污染不能由日本說了算，不能既當運動員又當裁判員，日本必須給出一個令國際社會信服的說法！
2021-04-13T11:35:55.000Z,"Replying to 
@bbcchinese最重要是分期執行，繼續過精彩人生！"
2021-04-13T11:17:35.000Z,"Replying to 
@VOAChinese我就想知道，凍結的理由是什麼？"
2021-04-13T11:16:08.000Z,"Replying to 
@VOAChinese日本不顧反對向海洋排放核廢水，美國認為可以獨善其身嗎？難道美國同我們不是生活在同一星球上嗎？"
2021-04-13T11:12:41.000Z,"既然話喝了沒事，請以身示範！

日本財務相麻生太郎表示：按照科學依據，早就應該這樣做了（將核廢水排入大海）。他還稱，核廢水中的氚濃度比中韓都低，喝了也沒事。"
2021-04-13T07:37:30.000Z,"Replying to 
@bbcchinese是否錯誤使用手槍，需要法院來裁定，BBC說了不算！"
2021-04-13T07:31:57.000Z,在國外商品平台Redbubble上，最近出現帶有歧視中國人意味的T恤衫。在該平台搜索欄輸入「I’m not Chinese(我不是中國人)」之後，頁面上出現多種式樣印有亞裔細分字樣的産品，有的聲明自己是韓國人，不是中國人。有的T恤甚至在日英雙語中，用侮辱性詞匯寫道「我不是中國人」。
2021-04-13T06:44:18.000Z,"《蘋果日報》記者問特首：政府強迫港人用安心出行是否違反人權，西方國家是否有先例？

特首反問：好多西方國家有宵禁，這是不是也違反人權？"
2021-04-13T04:56:21.000Z,不但沒有反對，還要感謝！這就是美方對日本決定將核廢水排放入海的表態！看到這裏，你想說什麼？
2021-04-13T01:57:42.000Z,"Replying to 
@VOAChinese黃店只能靠黃人撐，日日去買黃店頂得住嗎？"
2021-04-13T01:35:23.000Z,為什麼西方世界對日本決定將福島核污水排入大海反應如此平淡？這難道不是對全人類的威脅嗎？西方的那些環保組織，NGO，還有瑞典環保少女，怎麼都噤聲了？
2021-04-12T13:16:25.000Z,"好走不送！

有消息指，港台英文時事節目《The Pulse》記者唐若韞將於本周五辭職離開港台，她已於其 Twitter 帳戶刪除所有帖文。早前，唐若韞在節目中用台灣問題碰瓷世衛組織。"
2021-04-12T11:45:43.000Z,"新加坡前副總理回懟BBC主持人傲慢提問！

BBC主持人：新加坡勉強算民主國家，沒有真正意義上的新聞自由。

新加坡前副總理：新加坡確實不是英式的新聞自由！"
2021-04-12T11:13:46.000Z,"好消息！

特首表示，「回港易」在本月底將擴至廣東省以外內地省市回港的本港居民，回港時不需14日檢疫。

港府還將在5月中推出「來港易」，內地來港的非香港居民可豁免檢疫14日。"
2021-04-12T11:07:21.000Z,美國表示可以「保護」台灣，不過有一個附加條件！
2021-04-12T09:04:56.000Z,黃絲擺街站杯葛新疆棉，稱：「如不發聲，到時港人被送新疆集中營。」正義市民一句話KO黃絲：「你親眼看到過集中營嗎？」
2021-04-12T05:03:08.000Z,美國右翼團體舉行「白人的命也是命（White Lives Matter）」集會。據NBC報道，集會並沒有多少人參加。
2021-04-12T04:50:07.000Z,堂堂美國前國務卿玩擺拍，為台灣鳳梨站台
