Timestamp,Text
2021-04-10T15:02:12.000Z,陪女王出訪數百次。他投身慈善事業，是800多個組織的贊助人。1997年伊麗莎白女王在與菲利普親王金婚的致辭中說“他一直是我的力量。”2017年8月王室宣布96歲的親王退休。3年8個月之後，女王失去她身後跟隨了69年“貼身護衛”，失去了她的力量。
2021-04-10T14:55:53.000Z,是年11月20日與伊麗莎白公主在威斯敏斯特大教堂舉行婚禮。1952年26歲的伊麗莎白二世登基，菲利普親王不能再在海軍服役，成為女王“身後的男人”。他平均每年代表王室出席350次官方活動，菲利普大部分時間陪伴女王，單獨出席公共活動仍超2萬2千次，發表5千多次演講，寫了14本書，
2021-04-10T14:55:52.000Z,4月9日英國愛丁堡公爵菲利普親王在溫莎城堡去世，距離他100歲的生日只差2個月零1天。作為英國女皇的丈夫，結束了他終生的使命：愛、責任與傳統。他18歲加入英國海軍。1947年與伊麗莎白公主正式訂婚之前，他放棄了希臘和丹麥的頭銜和王位繼承權，歸化為英國公民，採用外祖父的姓氏蒙巴頓。
2021-04-05T04:37:55.000Z,辛丒清明，趙紫陽子女到昌平天壽園為父母掃墓，獻上富強胡同6號年年清明盛開的海棠花。友人吳偉今年罕見沒有被站崗，代表鮑彤敬獻花籃。
2021-04-04T11:42:33.000Z,更正：趙紫陽八寶山公祭日是2005年1月29日。抱歉！
2021-04-04T11:29:55.000Z,"這是紫陽子女在父母安葬後第四天，專門陪同鮑彤去墓地祭拜。安葬當天，鮑彤被禁止參加下葬儀式。2005年1月24日，鮑彤也被禁止參加八寶山公祭，此前在夫人蔣宗曹被推倒，脊柱粉碎性骨折，自己左手小手指被打骨折的抗爭之下，當局當天早五點鐘在北京醫院單獨為鮑彤舉行了一場趙紫陽遺體告別式。Quote Tweet
光傳媒官推 官網 https://www.ipkmedia.com
@Ipkmedia
 · Apr 3
【独家重磅】

2019年10月22日：
赵紫阳下葬墓地祭拜珍贵视频.

赵紫阳女儿王雁南、儿子赵大军、秘书鲍彤等人。
——“有自由有平安就是圣地，有自由有平安就是天堂…，梁大姐紫阳同志自由了”"
2021-04-04T08:53:29.000Z,"Replying to 
@mingson62375905實不敢當！"
2021-04-04T05:25:05.000Z,北京富強胡同6號，這座不大的，油漆斑駁的四合院，自1989年下半年起，無疑是最惹人關注的院落。我和張麗娜2018年1月17日最後一次在紫陽先生的忌日去祭奠他。次年開始，忌日、清明、誕辰、下葬日都出不了門了。今日清明，紫陽一家使用了32年的各個房間都在裝箱，打包，這是這個院落最後一個清明？
2021-04-01T11:12:39.000Z,"碩士外賣小哥為店家解困。
3000月薪顧不到“農民工”，顧得到大學生。送外賣當小哥，機會均等，也有用武之地。"
2021-03-31T05:12:36.000Z,"Replying to 
@MJTVxchen15估計問題很大。再看胡錫進建言愛國也要講包容，只能鼓勵消費者去搶H&M，Nike。要幫助大明星還錢？先請胡錫進帶個頭吧。"
2021-03-31T04:31:06.000Z,"盛傳adidas要求單方面解約的陳奕迅，賠償6000萬港元。為什麼其他藝人拍拍屁股就走，唯獨陳奕迅要賠？當然不因為「一國兩制」。據聞陳簽訂的是「全球形象代言人」合約，並非「中國代言人」。一場大龍鳳，到頭來只制裁了陳奕迅，想一想就覺好笑。—— 馮睎乾https://hk.appledaily.com/columnist/20210331/7XBHF6OXNZHP3G62FDLQV6FMBQ/?utm_source=twitter&utm_medium=social&utm_campaign=hkad_article_share&utm_content=share_link… #蘋果日報陳奕迅給你上人生課 - 馮睎乾 ｜ 蘋果日報
我並非陳奕迅粉絲，但衷心感激他，因為他不惜賠了金錢又折腰，教曉大家一個深刻的人生道理：「行百里者半於九十。」此話出《戰國策》，有人解為「走百里的路，九十里只算一半」，有說「走滿百里的人，只有走九十里者一半」。不管哪個解法，都指「末路難行」，引伸每件事做到最後，總是特別困難。末...
hk.appledaily.com"
2021-03-29T10:53:17.000Z,"Replying to 
@Wangtuiter
 and 
@EvanLi2020司馬璐先生1941年脫離中共，以研究中共歷史為專業，在中共眼中，是不折不扣的反共文人。戈揚脫離中共晚48年，2002年，與司馬璐結為夫婦，也是與中共決裂的標誌。"
2021-03-29T09:07:14.000Z,"Replying to 
@Wangtuiter
 and 
@EvanLi2020戈揚是中共著名女記者，反右被打成右派，勞動改造21年。1978年重主《新觀察》，成為支持胡趙改革開放的重要陣地。戈揚本人與胡喬木、鄧力群做過堅決鬥爭。六四後滯留美國。司馬璐是中共黨史研究專家，獨立學者，多本大部頭著述，揭露中共早期權鬥，糾正中共官方黨史，歌功頌德，扭曲的歷史真相。"
2021-03-29T06:04:23.000Z,深切送別103歲高齡的司馬璐先生！2006年春到紐約特地看望了住院的戈揚前輩。秋天再訪紐約，曾慧燕女士專程帶來司馬先生的問候並交付帶給國內的信息。你的誓言“我们也要活一百岁”，不但自己做到了，而且會鼓舞絡繹不絕的後輩。謹祝您在天宮與戈揚老師歡聚！
2021-03-28T09:15:45.000Z,"千軍萬馬 只等拉黑！Quote Tweet
天下新闻
@ark999
 · Mar 28"
2021-03-27T04:53:12.000Z,我的微博2012年被封，從此與微博無緣，看到微信轉的吳歡的微博署名“畫家吳歡”很有感慨。認識吳歡時，他的職業並非畫家。2000年吳祖光先生患病，我去探視，客廳多了一幅不大的油畫，是抽象派的，是各種顏色攪成的暴風眼狀的圓型圖案，主色調是軍綠和鮮紅。吳祖光先生告訴我：吳歡畫的，是他六四的印象。
2021-03-27T04:25:02.000Z,老演員張少華去世，新鳳霞之子吳歡發微博，再次釋解文革恩怨。
2021-03-24T09:49:11.000Z,"Replying to 
@gaoyu200812
 and 
@baojianella“光榮在黨50年”紀念章，現任中共政治局24名委員，今年只有許其亮、張又俠和王晨3人符合的條件，其他人還得等等，黨齡不夠。"
2021-03-24T09:42:04.000Z,"Replying to 
@baojianella那是另一個獎。“七一勳章”人選4項條件，又有新附加要求，一是理想信念堅定，對党忠誠，自覺增強“四個意識”、堅定“四個自信”、做到“兩個維護”；二是為中國革命、建設、改革，為推進党的建設新的偉大工程，作出傑出貢獻、建立卓越功勳；三是道德品行高尚、創造寶貴精神財富；"
2021-03-24T05:11:19.000Z,"Replying to 
@cduuc2從不避諱，黨指揮槍。"
2021-03-24T05:05:03.000Z,百年賀壽，不閱兵也有看點。
2021-03-24T04:52:21.000Z,建黨百年，習近平首頒‘七一勳章“，這是2017年7月22日啟用的現行勳章榮譽制度最高級，授予對象的條件之一”在全黨全社會具有重大影響、受到高度讚揚“。雖可追授逝者，但有”本條例實施之後去世黨員“的限制，毛鄧都無緣獲得。江澤民、胡錦濤就成為當仁不讓的人選。
2021-03-22T13:20:16.000Z,"Replying to 
@zblzjl90 是1990年，08是第8個進秦城監獄的，9008就是他的獄號。"
2021-03-22T10:57:32.000Z,"Replying to 
@mengsunII
 and 
@baotong1932原來如此！"
