Timestamp,Text
2021-04-14T04:49:35.000Z,"访台！今天就出发：拜登派前副国务卿、参议员周四见蔡英文；美台双橡园回归蜜月期，最大批中共战机报复性扰台；美军马斯廷号前停长江口，后督辽宁号，个中... https://youtu.be/IFsCYNekaYQ via 
@YouTube访台！今天就出发：拜登派前副国务卿、参议员周四见蔡英文；美台双橡园回归蜜月期，最大批中共战机报复性扰台；美军马斯廷号前停长江口，后督辽...
江峰會員網站 ► https://landofhope.tv/jiangfeng
請您捐助我們 ► https://donorbox.org/jiang-feng-1
youtube.com"
2021-04-13T06:15:16.000Z,"五毛成美軍特種兵作戰對象！中共虛假信息、社交媒體攪渾水等同超限戰入侵美國，美軍將用超越反恐戰爭手段迎戰（江峰漫談20210412第308期） https://youtu.be/MGE0ShmMQ2U via 
@YouTube五毛成美軍特種兵作戰對象！中共虛假信息、社交媒體攪渾水等同超限戰入侵美國，美軍將用超越反恐戰爭手段迎戰（江峰漫談20210412第308期）
江峰會員網站 ► https://landofhope.tv/jiangfeng
請您捐助我們 ► https://donorbox.org/jiang-feng-1
youtube.com"
2021-04-10T08:26:55.000Z,"向心被诉，共谍案依然成谜，统战大生意谁在经营？亨特出书，“诚实” 讲述堕落，第一家庭能代表美国人么？（江峰漫談20210409第307期） https://youtu.be/awVe3xti-cM via 
@YouTube向心被诉，共谍案依然成谜，统战大生意谁在经营？亨特出书，“诚实” 讲述堕落，第一家庭能代表美国人么？（江峰漫談20210409第307期）
江峰會員網站 ► https://landofhope.tv/jiangfeng
請您捐助我們 ► https://donorbox.org/jiang-feng-1
youtube.com"
2021-04-09T06:45:52.000Z,"布林肯电巴拉圭总统：别怕，去跟台湾结交！美中止模糊战略，开启强硬挺台时代；美参议院连续酝酿抗共法案（江峰漫談20210408） https://youtu.be/qQS-JdNkyv4 via 
@YouTube布林肯电巴拉圭总统：别怕，去跟台湾结交！美中止模糊战略，开启强硬挺台时代；美参议院连续酝酿抗共法案（江峰漫談20210408第306期））
江峰會員網站 ► https://landofhope.tv/jiangfeng
請您捐助我們 ► https://donorbox.org/jiang-feng-1
youtube.com"
2021-04-08T03:13:32.000Z,"別看職業棒球了！川普號召反抵制極左的抵制行徑，波及衆多大型企業團體，美國人的生活要起波瀾了【風味週三】20210407 https://youtu.be/plOHalWAeUE via 
@YouTube別看職業棒球了！川普號召反抵制極左的抵制行徑，波及衆多大型企業團體，美國人的生活要起波瀾了【風味週三】20210407
今天《風味週三》節目的下半場：https://is.gd/7U9eur
江峰會員網站 ► https://landofhope.tv/jiangfeng
youtube.com"
2021-04-07T04:24:22.000Z,"李宁鞋竟是外国独资生产，高价囤货的粉红们抓狂了；从义和团、芒果崇拜，到火炬传递----胡适：中国人从不爱中国人, 但却很爱国（江峰漫談20210... https://youtu.be/cXymd8yO6gI via 
@YouTube李宁鞋竟是外国独资生产，高价囤货的粉红们抓狂了；从义和团、芒果崇拜，到火炬传递----胡适：中国人从不爱中国人, 但却很爱国（江峰漫談...
江峰會員網站 ► https://landofhope.tv/jiangfeng
請您捐助我們 ► https://donorbox.org/jiang-feng-1
youtube.com"
2021-04-06T05:56:57.000Z,"Replying to 
@eyes_wisdom
 and 
@YouTube谢谢！！"
2021-04-06T05:56:38.000Z,"这帮孙子！用花盆阻挡了前往墓地的台阶；这帮孙子！在清明节人们惦记着走了的人的时候，他们惦记着走了的人住过的房子。我们试图记住，他们试图让我们忘却。 赵紫阳走了，不再是一个囚徒。可是要囚禁甚至是别人的灵魂的家伙们，将因为继续本可以结束的恶行，而永世戴枷跪行。趙紫陽忌日看中共總書記命運（歷史上的今天20190117第264期）
今天是#趙紫陽 忌日，即便貴為中共 #總書記 ，也難免被黑暗體制所裹挾，趙紫陽在中共 #六四 鎮壓人民的決定之前堅決說不，並站在真理和人民一邊堅決不認錯，成就了他在極權體制當中難得的良心傲骨。1989年胡耀邦去世後，廣大青年學生和民眾舉行大規模的紀念和示威活動，發展成轟轟烈烈的民主運動。在#六四 學運問題的處理上...
youtube.com"
2021-04-06T05:01:30.000Z,"辽宁号出第一岛链与美航母对峙？美舰长江口外海驻留！普京增兵乌克兰！为什么基辛格告诉中共一起发财，习近平拒之不理。世界到了大战的边缘（江峰漫談20... https://youtu.be/TbQrICrX6tY via 
@YouTube辽宁号出第一岛链与美航母对峙？美舰长江口外海驻留！普京增兵乌克兰！为什么基辛格告诉中共一起发财，习近平拒之不理。世界到了大战的边缘（江...
江峰會員網站 ► https://landofhope.tv/jiangfeng
請您捐助我們 ► https://donorbox.org/jiang-feng-1
youtube.com"
2021-04-03T04:23:59.000Z,"为何川普批拜登2万亿基建计划给中共送大礼；白宫这个人够狠，中美贸易协议比川普还强势；阿拉斯加高层会谈玩虚，基辛格北京报喜才是真买卖（江峰漫談20... https://youtu.be/GD-36PD7aoQ via 
@YouTube为何川普批拜登2万亿基建计划给中共送大礼；白宫这个人够狠，中美贸易协议比川普还强势；阿拉斯加高层会谈玩虚，基辛格北京报喜才是真买卖（江...
为何#川普 批#拜登 2万亿基建计划给#中共 送大礼////
江峰會員網站 ► https://landofhope.tv/jiangfeng
youtube.com"
